article,content
NY-T 326,a palestinian professor speak out against the gaza war israel detain she israel hamaswar advertisement support by the investigation of prof nadera shalhoub kevorkian of hebrew university have prompt a debate inside israel about the repression of free speech and academic freedom since the war begin bydamien caveandrawan sheikh ahmad damien cave report from jerusalem and rawan sheikh ahmad report from haifa israel nadera shalhoub kevorkian a palestinian professor at a prominent israeli university wade into the debate over the gaza war by join academic worldwide in sign a letter that call for a cease fire it brand israel  assault on the territory a genocide and the leader of her university respond byurge she to resign that be soon after the war begin on oct month later the professor draw even more scrutiny for say it be time to abolish zionism and accuse israel of politicize rape she be briefly suspend in march by hebrew university of jerusalem where she have teach law and social work for nearly decade but right wing israeli politician demand more severe punishment and in april the police detain she overnight I have be persecute and defame my academic production of knowledge flatten and my home and even my own bedroom invade professor shalhoub kevorkian tell the new york times the professor be now under investigation for incitement to terrorism a crime punishable by up to year in prison and though she have not be charge her case have prompt a profound debate inside israel about the repression of free speech and academic freedom since the war begin more than month ago the professor  lawyer say she be be punish for her political view and some other israeli professor and student worry that the country  university which have long defend the value of relative diversity and open mindedness have contribute to the suppression of dissent while university argue they be simply try to keep campus calm critic say there be a clear double standard across israeli society violent rhetoric toward palestinians from jewish israelis be often brush aside while palestinian citizen of israel who express support for palestinians in gaza or criticize the conduct of the war face discipline or even criminal investigation we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 327,college dorm decoration become a front in the campus free speech war advertisement support by barnard college be require student to strip decoration from their dorm door in the wake of protest over the israel hamas war bysharon otterman dorm door decoration be emerge as the next battleground in the fight over academic freedom and free speech at barnard college as at many school barnard student often use their dorm door to display a bit of personality a walk around the freshman dorm early this week find sorority pledge sign lunar new year decoration and a pin up loose leaf paper ask who be your celebrity crush but student have also post sticker and slogan support the palestinian cause and name the war in gaza as a genocide zionism be terrorism student  door sticker say concerned that some student might feel intimidate by such message the barnard administration have decide to enforce a ban on dorm door decoration altogether their removal be set to begin on thursday and all but official item place by the college will be take down leslie grinage the dean of the college write in an email to student while many decoration and fixture on door serve as a means of helpful communication amongst peer we be also aware that some may have the unintended effect of isolate those who have different view and belief she write barnard have make aserie of movesto limit the space where student and faculty can express themselves publicly since the start of the israel hamas war in october the move be craft broadly but they come as barnard and other campus face controversy and litigation over pro palestinian speech that some believe be antisemitic we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 328,kamala harris be noncommittal on gaza the border and tiktok
NY-T 329,inside the biden netanyahu phone call and a narrowly avert cyberattack
NY-T 330,israel respond to move to recognize palestinian state by withhold fund israel hamaswar advertisement the finance minister  office signal that the decision which could worsen the palestinians dire economic crisis be a response to spain norway and ireland recognize palestinian statehood byaaron boxerman report from jerusalem israel will not transfer much need fund to the palestinian authority in the wake of the decision by european country to recognize a palestinian state the country  finance minister say on wednesday as its foreign minister denounce the european move as give a gold medal to hamas terrorist the decision by the finance minister bezalel smotrich a far right leader who oppose palestinian sovereignty threaten to push the palestinian government into a deep fiscal crisis he say in a statement that he have inform prime minister benjamin netanyahu that he would no long send tax revenue to the authority which administer part of the israeli occupy west bank in close cooperation with israel mr smotrich  office signal that the decision be at least partly a response to spain norway and ireland recognize palestinian statehood and that the palestinian leadership bear responsibility for campaign for the move they be act against israel legally diplomatically and for unilateral recognition say eytan fuld a spokesman for mr smotrich refer to the authority when they act against the state of israel there must be a response the israeli move draw a rebuke from the white house but no threat of action in response I think it be wrong on a strategic basis because withholding fund destabilize the west bank it undermine the search for security and prosperity for the palestinian people which be in israel  interest jake sullivan president biden  national security adviser say at a news conference and I think it be wrong to withhold fund that provide basic good and service to innocent people mohammad mustafa the recently inauguratedpalestinian authority prime minister warn that the dire fiscal situation be contribute to a very serious moment in the west bank which have face increase unrest since the hamas lead oct attack on israel we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 331,day after u n cease fire resolution have anything change in gaza
NY-T 332,u s c cancels valedictorian  speech after pro israel group object
NY-T 333,biden say he would not pardon his son in felony gun trial hunter bidengun trial advertisement support by in a wide range interview with abc news the president touch on hunter biden  trial donald trump  felony conviction and the war in gaza byzolan kanno young report from washington follow our live coverage of theverdict in hunter biden  gun trial president biden say on thursday that he would not grant hunter biden a pardon if he be convict in his felony gun trial a rare comment from mr biden about the legal trouble face his son when ask during aninterview with abc newswhether he would accept the outcome of thetrial of his son who face charge include lie on an application to obtain a gun in october mr biden say yes in the wide range interview the president also defend his border policy and reiterate his support for a cease fire proposal in the war in gaza when the topic turn to former president donald j trump and his recent felony conviction mr biden say his opponent need to stop undermine the rule of law last week a new york jury find mr trump guilty of count of falsify business record to cover up hush money pay to a porn actress in an unlawful conspiracy to aid his presidential campaign he have since repeat hiscriticism of the judge in the caseandsuggested he could seek to prosecute his political opponentsif elect again at acampaign rally in arizona on thursday mr trump call his trial rig and say the charge have be fabricate mr biden take on a sharp edge when ask about his political opponent  broadside after a recent executive order allow thesuspension of asylum at the u s mexico border the former president call the move weak and pathetic be he describe himself weak and pathetic mr biden say in the interview which take place on the sideline of his visit to the beach of normandy in france to observe the anniversary of d day we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 334,u s intelligence help israel rescue hostage in gaza israel hamaswar advertisement intelligence collection and analysis team from the u s and the u k have be in israel throughout the war byjulian e barne ronen bergmanandmichael d shear the u s provide intelligence on the hostage before israel  successful rescue operation saturday accord to american and israeli official brief on the assistance a team of american hostage recovery official station in israel assist the israeli military  effort to rescue the captive by provide intelligence and other logistical support american official say speak without attribution to discuss the sensitive operation intelligence collection and analysis team from the united states and britain have be in israel throughout the war assist israeli intelligence in collect and analyze information relate to the hostage some of they citizen of both country accord to a senior israeli defense official familiar with the effort to locate and rescue the hostage israeli intelligence official say the american military official in israel provide some of the intelligence about the hostage rescue saturday speak in paris after meet with emmanuel macron of france president biden say he welcome the safe rescue of hostage that be return to their family in israel we will not stop work until all the hostage come home and a cease fire be reach he add and it be essential the pentagon and the c I a have be provide information collect from drone flight over gaza communication intercept and other source about the potential location of hostage while israel have its own intelligence the united states and britain have be able to provide intelligence from the air and cyberspace that israel can not collect on its own the israeli official say jake sullivan the national security adviser celebrate the rescue and refer glancingly at the american assistance the united states be support all effort to secure the release of hostage still hold by hama include american citizen mr sullivan say in a statement this include through ongoing negotiation or other mean mr sullivan add that the cease fire proposal currently be discuss by negotiator from hamas israel egypt qatar and the united states would be the way to bring home the remain hostage the hostage release and cease fire deal that be now on the table would secure the release of all the remain hostage together with security assurance for israel and relief for the innocent civilian in gaza he say american official have say their intelligence support for israel be focus on the location of hostage and information about hamas  top leadership in large measure this be because american official believe the good way to persuade israel to end the war be to get back its hostage and capture or kill top hamas leader the israeli official say neither the american nor british team be involve in the planning or execution of the military operation to rescue the hostage israelis expert in hostage rescue would have require little support in the tactical planning but the american and israeli official say the outside intelligence do provide add value julian e barnescover the u s intelligence agency and international security matter for the time he have write about security issue for more than decade more about julian e barnes ronen bergmani a staff writer for the new york times magazine base in tel aviv his late book be rise and kill the secret history of israel  target assassination publish by random house more about ronen bergman michael d shearis a white house correspondent for the new york times cover president biden and his administration he have report on politic for more than year more about michael d shear advertisement
NY-T 335,gaza  tunnel loom large for israel  ground force
NY-T 336,why norway  recognition of a palestinian state carry significance israel hamaswar advertisement norway host the clandestine meeting in that lead to the oslo accord the framework for peace that come close to resolve the conflict byemma bubola score of country have recognize a palestinian state but norway  announcement on wednesday that it would do so carry add significance because it host the clandestine meeting in that lead to the oslo accord the framework for peace that come close to resolve the conflict between israel and the palestinians itultimately fail norway call itself a friend of israel and the country have a longstanding relationship but since oct when israel launch a military offensive in gaza in response to hamas lead attack norway have also sharply condemn israel  conduct of the war norway  foreign minister say in march that israel  use of military force be have a disproportionately severe impact on the civilian population and be not in line with international humanitarian law and call for a cease fire norway also continue to fund unrwa the main u n agency that help palestinian refugee after several other country stop do so follow israel  allegation that about a dozen of the agency  employee have be involve in the oct attack in february norway testify at theinternational court of justice state that israeli settlement in the occupy west bank and east jerusalem be among the big obstacle to peace in the region the oslo accord be landmark agreement that include mutual recognition between the government of israel and the palestinian leadership which be able to return to the occupy territory from exile the accord also establish the palestinian authority which be mean to be an interim body exercise limited palestinian self rule in the west bank and gaza strip in continue negotiation toward a permanent peace treaty to establish an independent palestinian state alongside an israeli dissolve into a palestinian uprising and an israeli military clampdown jonas gahr store the prime minister of norway say on wednesday that a recognition of palestine be support to moderate force that be on the defensive in a long and gruesome conflict he call the recognition an investment in the only solution that can give lasting peace in the middle east and he urge other country to follow suit so that the process towards a state solution finally can begin again emma bubolais a times reporter base in london cover news across europe and around the world more about emma bubola advertisement
NY-T 337,former trump official meet in israel with netanyahu israel hamaswar advertisement robert o'brien of donald trump  close foreign policy adviser say he be there as a private citizen byjonathan swan of former president donald j trump  close foreign policy adviser robert o'brien meet with prime minister benjamin netanyahu of israel on monday as part of a delegation of former trump official that visit a number of israeli leader mr o'brien who serve as national security adviser to mr trump and be expect to play a significant role in any trump administration be join in the meeting by other former trump official the former ambassador to the united arab emirates john rakolta and the former ambassador to switzerland ed mcmullen the member of the delegation be describe by marshall wittmann a spokesman for the american israel public affairs committee the pro israel lobbying group whose affiliate the american israel education foundation fund and organize the trip in a brief phone interview mr o'brien say he have want to visit israel ever since the hamas lead attack on oct to express his solidarity for israel and the jewish people mr o'brien say mr trump be aware of his trip to israel but he say the former president have not ask he to go or direct he to say anything to mr netanyahu he say he be there as a private citizen add that he do express his view to mr netanyahu that the hamas terrorist attack would never have happen if mr trump be still president ask whether mr netanyahu also express these view about mr trump mr o'brien say he be a pro and he understand he need good relation with the biden administration but that be my sentiment the former trump administration official and mr netanyahu meet on monday not long after the international criminal court  chief prosecutor in the hague karim khan seek arrest warrant for mr netanyahu his defense chief and hamas leader on charge of crime against humanity we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 338,which country be the big supplier to israel  military
NY-T 339,as his political alliance break up netanyahu face a battle at home israel hamaswar advertisement support by news analysis the israeli prime minister be likely to become more dependent on the right wing partner in his coalition government after the centrist benny gantz and his party pull out of it byisabel kershner report from jerusalem still fight israel  outside enemy on multiple front prime minister benjamin netanyahu wake up on monday to a new political battlefield at home thedeparturethis weekend of benny gantz and his centrist national unity party from israel  emergency wartime government be unlikely to immediately sever mr netanyahu  grip on power the prime minister  govern coalition still command a narrow majority of seat in the seat parliament but mr gantz  move mean that mr netanyahu be now totally dependent on his far right and ultra orthodox coalition partner as he prosecute the war in gaza in the face ofmounte international opprobrium leave he increasingly isolated and expose at home and abroad mr gantz and gadi eisenkot another powerful member of national unity also leftmr netanyahu  small war cabinet they be both former military chief who be widely view as key voice of moderation in the member body which be form in october after the hamas lead assault on israel prompt the israeli bombardment and ground invasion of gaza the centrist politician raise public confidence in the government  decision making at a time of national trauma they also lend the war cabinet an aura of legitimacy and consensus as israel fight hamas in gaza as well as its archenemy iran and its other proxy include the powerful hezbollah militia across israel  northern border with lebanon mr gantz accuse mr netanyahu of political procrastination suggest that he have be put off critical strategic decision to ensure his political survival his decision to quit the wartime government usher in a new period of political instability and have leave many israelis wonder where the country go from here we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 340,u s military to build float pier to ferry gaza aid white house say israel hamaswar advertisement support by u s official say that a temporary port build from ship and then move close to shore would allow hundred of truckload of aid to reach gazan on the brink of starvation bydavid e sanger michael d shearandthomas fuller face warning that the war ravage gaza strip be on the precipice of widespread famine the united states on thursday announce plan for a large scale amphibious military operation in the mediterranean sea that would ferry food and other aid to desperate civilian in the enclave u s official sketch out the plan which would make the united states more directly involve in deliver aid hour before president biden be schedule to give his state of the union address on thursday evening detail for what they describe as a float pier off gaza would be include in the speech the official say the white house call it an emergency mission that would allow hundred of truckload of additional aid to be deliver to gaza via the temporary port which would be attach to some kind of temporary causeway briefing reporter official say it could take more than to day to implement and involve hundred or thousand of u s troop on ship just off shore in keep with mr biden  mandate that no american soldier be on the ground inside gaza as the conflict rage the port would be construct in cooperation with other country in the region the official say american official say that they have work closely with israelis as they develop the seaport initiative but they do not specify whether israel would provide direct assistance or support for its construction or operation shani sasson a spokeswoman for cogat the israeli agency which regulate aid to palestinians in gaza do not respond to a request for comment israeli official speak on the condition of anonymity to discuss diplomatic negotiation say that under the late plan aid donate by the united arab emirate would be send to cyprus where it would eventually be inspect then transport by ship to the coast of gaza we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 341,in israel a year old purple factory
NY-T 342,a conversation with deborah feldman an unorthodox voice in germany
NY-T 343,on campus a new social litmus test zionist or not advertisement support by some jewish student say they have be drop by old roommate and sorority sister and ostracize from campus club and team because of their view which be sometimes assume byjoseph bernstein last fall a barnard college sophomore name sophie fisher reach out to her freshman year roommate to catch up over coffee her old friend  response be tepid and ms fisher wonder why the have be close enough that the roommate have come to the bar mitzvah of ms fisher  brother several month later the reason become clear over instagram ms fisher  roommate write to she that they could not be friend anymore because she have be post in support of israel since the hamas attack of oct in other word she be a zionist ms fisher think she have be careful to avoid inflammatory post but the roommate ms fisher say accuse she of racism then she block ms fisher around the same time ms fisher notice something else strange her big a mentor in her sorority have stop talk to she when they be in the same room ms fisher say the big would not make eye contact with she ms fisher say that her big often post about student for justice in palestine the campus group that columbia have suspend in november for violate campus policy ms fisher remain in the sorority but the have not speak in month she be suppose to be my big sister she say this spring college campus become the main stage for the american protest movement against israel  month old war in gaza in april and may dozen of pro palestinian encampment spring up at university around the country as student call for institutional divestment from and at time for the total dismantling of israel the protest have be characterize by heated rhetoric around the term zionist a word that typically refer to people who believe jews have a right to a state in their ancestral homeland in present day israel regardless of how they may feel about the war in gaza many palestinians and those who support they associate the word with mass displacement during the war trigger by the creation of israel as well as the killing over the past month of thousand of civilian and the decimation of gaza throughchant statementsand sometimesphysical obstruction many protester have make clear they do not want to share space with people they consider zionist and indeed that they find the ideology unacceptable at the university of california los angeles pro palestinian studentsblocke peer who identify themselves as zionistsfrom part of campus give that alarge majorityof american jews say care about israel be an important part of their jewish identity these instance of exclusion have lead to a debate over whether the encampment be de facto antisemitic complicate matter some of the most outspoken anti zionist protester be jewish we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 344,biden administration press congress on $ sale of f jet to israel
NY-T 345,the i c c arrest warrant for russian officer will echo beyond russia
NY-T 346,fresh fighting in ethiopia lead israel to evacuate more than
NY-T 347,how josé andrés and his corps of cook become leader in disaster aid
NY-T 348,the house push for a tiktok ban and southern africa face a food crisis
NY-T 349,expect protest at the oscar police plan to beef up security
NY-T 350,in congress columbia  leader try to please at home they face anger
NY-T 351,israel say deadly raid on west bank city be over
NY-T 352,the other war how israel scour gaza for clue about the hostage israel hamaswar advertisement support by the rescue of israelis in gaza in a ferocious assault over the weekend offer a glimpse into an ambitious intelligence operation aim at bring home those hold by hamas byjulian e barne ronen bergman eric schmittandadam entous reporting from washington and tel aviv the hostage in gaza be be move around with hama shuttle some from apartment to another to obscure their whereabout while other be believe to be in tunnel underground all the while at a fusion cell quietly form in israel last fall american and israeli intelligence and military analyst share imagery from drone and satellite along with communication intercept and any other information that come their way that might offer a hint to the hostage location more than war be be wage in the gaza strip for the most part the world see the airstrike and the ground invasion which israel say be aim at dismantle hamas and have reduce much of the territory to rubble set off a humanitarian crisis butthe rescueon saturday of hostage be a reminder that israel and hamas be engage in another less visible battle the militant be determined to hold on to the hostage they seize during their deadly oct attack on israel for use as human bargaining chip the israelis be determined to bring they home for more than month the militant have have the upper hand israeli and american official say they do not know where many hostage be be hold and even when they do in many case a rescue mission be simply not possible to date israel have rescue a total of hostage but the stark reality be that since the war begin more hostage have die either in the fighting or at the hand of hamas israel have recover far more body than live hostage we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 353,u s draft resolution would call for immediate and sustained cease fire
NY-T 354,world leader denounce deadly strike in rafah israel hamaswar advertisement they call for an investigation into the attack which gazan authority say kill people and intensify the pressure for israel to end its military campaign in southern gaza byalexandra e petri an israeli airstrike on the southern gaza city of rafah that kill dozen of displace palestinians draw widespread international condemnation monday with world leader call for an investigation into the attack and intensify the pressure for israel to end its military campaign in the south president emmanuel macron of france say monday he be outraged by the blast and he call for full respect for international law and an immediate cease fire these operation must stop he say refer to the strike on sunday there areno safe areasin rafah for palestinian civilian the strike come just day after the international court of justice appear to order israel to immediately halt its offensive in the city a legal official with the israeli military say the strike be under review volker türk the united nations human right chief say what be shockingly clear be that by strike such an area densely pack with civilian this be an entirely predictable outcome spanish foreign minister josé manuel albaressaid at a news conferencemonday that he plan to ask other foreign minister from the european union  member state to support the world court  ruling against israel and to take measure if israel continue with its rafah operation we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 355,witness of aid convoy violence describe shooting panic and desperation israel hamaswar advertisement support by I see people fall to the ground after be shoot say witness and other simply take the food item that be with they and continue run for their life byraja abdulrahim matthew mpoke bigg adam rasgonandmichael levenson they go out by the thousand camp overnight along a coastal road in the cold gaza night huddle together by small fire wait for supply to come so they could feed their family what they encounter be death and injury by the hundred accord to witness and a doctor who treat the wound as israeli force open fire toward desperate palestinians who surge forward when aid truck finally arrive before dawn on thursday I see thing I never ever think I would see say mohammed al sholi who have camp out overnight for a chance to get food for his family I see people fall to the ground after be shoot and other simply take the food item that be with they and continue run for their life amid the chaos and bloodshed some people be run over by the aid truck he say on friday president biden say the united states would begin airdrop aid to gaza to help relieve the suffering there as european leader condemn israel for the death of score of hungry palestinian who be kill as they surround the aid convoy the gazan health authority have say that israeli troop kill more than people and wound other in a massacre as the convoy roll along a dark road a version of event that israel dispute an israeli military spokesman rear adm daniel hagari say on thursday that israeli soldier have be try to secure the convoy and fire when the mob move in a manner that endanger they but he say the soldier have not fire on people seek aid the military have say that most of the people die in a stampede and that some be run over by the truck in gaza city we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 356,oil market shrug off iran  attack on israel
NY-T 357,israel say it will return camera it seize from a p israel hamaswar advertisement official have confiscate camera equipment from the news agency as a part of a feud with the pan arab broadcaster but the decision be reverse after the biden administration privately express concern byadam rasgon report from jerusalem israel  communication ministry confiscate camera equipment from the associate press on tuesday afternoon claim the agency have violate a new broadcasting law by provide image of northern gaza to al jazeera but hour later israel  communication minister shlomo karhi reverse the decision and order the equipment be return to the a p it be not clear when the equipment would be give back to the news agency the reversal come after the biden administration express major concern to the israeli government and demand the equipment be return accord to an israeli official who speak on condition of anonymity to discuss diplomatic communication the seizure appear to be an escalation in israel  effort to punish al jazeera the pan arab broadcaster that the israeli government vote toshut down week ago it raise question about how far the israeli authority would go to cut off the qatari fund channel which have provide extensive coverage of israel  military offensive in gaza lauren easton the a p s vice president of corporate communication have denounce the israeli government  action call it an abusive use of a new law that provide the authority with tool to crack down on foreign news organization in a statement on tuesday afternoon the communication ministry say inspector have go to a location in southern israel use by the a p to broadcast live footage of the border with northern gaza which be several mile away the ministry claim that the feed be illegally be carry by al jazeera and assert that it be show the activity of israeli soldier and threaten their life we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 358,food expert predict imminent famine in northern gaza
NY-T 359,israel and hamas could restart cease fire talk within a week official say israel hamaswar advertisement negotiator hold preliminary discussion in paris this weekend hope to revive the possibility of a truce the official say bypatrick kingsleyandedward wong report from jerusalem and washington diplomat be aim to restart negotiation for a cease fire between israel and hamas at some point in the next week accord to official brief on the process rekindle hope of an end to the fighting in gaza even as israel press ahead with its campaign there accord to the official preliminary discussion be hold this weekend in paris between david barnea the director of israel  foreign intelligence agency the mossad william j burn the director of the c I a and the qatari prime minister sheikh mohammed bin abdulrahman al thani of the lead mediator between israel and hamas the official speak on condition of anonymity because of the sensitivity of the matter for month qatar the united states and egypt have be try to cajole israel and hamas into accept a truce and an exchange of captive that could help bring the month war to a close but previous talk have repeatedly break down over the length and nature of the truce hamas want a permanent cease fire allow it to remain in charge of gaza while israel want to be able to continue fight after a pause so that it can wrest hama from power the other major point of contention in the last round center on how to transition between different phase of a phase deal previous sticking point have include the extent to which israeli troop should withdraw from gaza during any truce and whether israel will allow gazan to move freely between north and south gaza the side have also disagree about the number of hostage that should be release by hama as well as the number of palestinian prisoner that should be free in exchange by israel in the last round negotiator talk about hamas possibly release hostage mainly woman the elderly and anyone in need of urgent medical care more than hostage remain in gaza and roughly a quarter of they be dead accord to the late israeli assessment during the talk egyptian and qatari official have deal directly with hama  envoy who do not meet in person with israeli or american counterpart egypt take the lead in the last round of negotiation which be hold in cairo though qatari official be also present diplomat say that the hostage negotiation need to be complete in order to make headway in other related diplomatic initiative those endeavor include a regional debate about who should govern a postwar gaza talk over a normalization deal between israel and saudi arabia and negotiation for a cease fire between israel and hezbollah the lebanese militia that be fight the israeli military along the israel lebanon border rawan sheikh ahmadcontribute report from haifa israel andjulian e barnescontribute from washington patrick kingsleyis the times  jerusalem bureau chief lead coverage of israel gaza and the west bank more about patrick kingsley edward wongi a diplomatic correspondent who have report for the time for more than year from new york baghdad beijing and washington he be on a team of pulitzer prize finalist for iraq war coverage more about edward wong advertisement
NY-T 360,u n document more than dozen attack on gazan wait for aid since january
NY-T 361,here be how congress can use leverage on weapon sale to prod biden on israel
NY-T 362,israeli force make a lethal strike on a u n aid warehouse in rafah
NY-T 363,university of california worker order to end strike over protest grievances advertisement support by an orange county judge halt the labor action by academic worker after the university system say the walkout be cause student irreparable harm byshawn hubler report from sacramento a strike by university of california academic worker over the treatment of pro palestinian demonstrator be temporarily halt by a southern california judge on friday after the university argue the walkout be cause student irreparable harm the temporary restraining order issue by judge randall j sherman of the orange county superior court come as ten of thousand of u c student be prepare for final at the end of the spring quarter the judge  order come in response to the attempt by the public university system to force thousand of unionized teaching assistant tutor researcher and other key worker back to work worker represent by united auto worker local 4811walke off the job may at u c santa cruzand thenextende the rolling striketo campusesat davis los angeles irvine san diego and santa barbara the union represent about graduate student and other academic worker across the u c system which encompass university and the lawrence berkeley national laboratory the academic worker have contend among various charge that the university of california  response to demonstration over the israel hamas war have amount to a unilateral change in free speech policy and have create an unsafe work environment the university system have say that the strike be not about working condition but rather an attempt to force u c institution to take a position on a political issue university leader have twice ask the state public employment relation board which normally oversee public sector labor issue to declare the union  action unlawful the board find both time that the university  claim do not meet the legal threshold require to block the strike the university ask for injunctive relief on tuesday and sue the union for breach of contract charge that the worker have violate no strike clause in their collective bargaining agreement in a separate filing the state labor board note that it be already examine that issue and question whether the orange county superior court whose jurisdiction include irvine the site of of the walkout be the appropriate forum for the university to seek relief we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 364,gantz quit israel  government in a dispute with netanyahu over gaza israel hamaswar advertisement support by the resignation expose the division at the top of the israeli leadership over the future of the war and its aftermath byadam rasgon the israeli politician benny gantz a key member of the country  war cabinet quit the government on sunday over prime minister benjamin netanyahu  handling of the war in gaza the resignation deal a blow to the appearance of unity that mr netanyahu be able to marshal at the start of the conflict and expose the division at the top of the israeli leadership over the future of the war and its aftermath mr gantz a centrist figure who last month threaten to resign unless mr netanyahu address his concern about how the war would end and what would follow it say his party be leave the emergency government with a heavy but complete heart he say that mr netanyahu  leadership be prevent we from advance to the real victory the move be unlikely to force mr netanyahu from office the prime minister  government will still hold a narrow majority in israel  parliament mr gantz  exit come as frustration mount over the failure to decisively topple hamas or to bring home all the hostage hold in gaza after the oct terrorist attack on southern israel mr netanyahu have also face international criticism as the destruction and civilian casualty have mount in gaza last month mr gantz set a saturday deadline for mr netanyahu to meet his demand for answer on a host of issue include a plan to return hostage hold in gaza he schedule a news conference for saturday but postpone his remark after israeli authority announcedthe rescue of hostage adam rasgoni a reporter for the time in jerusalem cover israeli and palestinian affair more about adam rasgon advertisement
NY-T 365,do cate blanchett make a pro palestinian fashion statement at canne
NY-T 366,who would want to give a commencement speech anymore advertisement support by dealbook executive communication expert say the gig be become a hard sell for business leader bysarah kessler lauren hirschandmichael j de la merce tim cook have deliver at least commencement address since become the chief executive of apple the superstar taylor swift whose concert have be credit with lift local economy address new york university  graduation ceremony in bill gates oprah winfrey jamie dimon they have all give graduation speech more than once they be obviously not do it for the money and typically there be not any instead speaker have long see graduation ceremony as offer something increasingly rare a stage where a large group of people gather to hear speaker impart wisdom advice or whatever else they want to talk about the appeal of be a commencement speaker however seem to be wane just fortune chief executive appear to be commencement speaker this year as college have face campus protest over the war in gaza student arrest and wealthy alumnus threaten to break tie with their alma mater over antisemitism the idea of c e o s go out aggressively and speak anywhere near this environment on campus it just do not seem like the moment for they to be do that say david murray the executive director of the professional speechwriter association c e o s be tired of talk at a recent meeting of executive speechwriter murray say takeaway stand out as presenter put it less be more in murray highlight the sentiment in the professional speechwriter association  may newsletter folk will increasingly keep their leader out of the spotlight he write describe the current moment as in which even formerly anodyne message encourage employee to vote sound partisan to some we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
